step;k;mu
128750;33;1.094965e-06
129750;33;1.094955e-06
130750;33;1.094905e-06
131750;33;1.094875e-06
132750;33;1.09479e-06
133750;33;1.09476e-06
134750;33;1.07636e-06
135750;33;7.30182e-07
136750;33;7.30177e-07
137750;33;7.29888e-07
138750;33;7.29013e-07
139750;33;7.2925e-07
140750;33;7.300905e-07
141750;33;7.294405e-07
142750;33;7.28746e-07
143750;33;7.299575e-07
144750;33;7.30174e-07
145750;33;7.301705e-07
146750;33;7.301505e-07
147750;33;7.287905e-07
148750;33;7.301635e-07
149750;33;9.09939e-07
150750;32;7.30184e-07
151750;32;7.30159e-07
152750;32;7.30116e-07
153750;32;7.301825e-07
154750;32;9.037845e-07
155750;32;8.167575e-07
156750;32;9.74125e-07
157750;33;2.90544e-06
158750;34;2.912095e-06
159750;33;8.9849e-07
160750;33;7.30186e-07
161750;33;7.30127e-07
162750;33;7.30145e-07
163750;33;8.943395e-07
164750;33;1.09524e-06
165750;33;7.30179e-07
166750;33;7.14359e-07
167750;33;6.84131e-07
168750;33;5.36519e-07
169750;34;2.12332e-06
170750;35;4.734285e-06
171750;35;4.43659e-06
172750;35;2.875945e-06
173750;35;7.1289e-07
174750;34;3.650995e-07
175750;34;3.650985e-07
176750;34;3.65099e-07
177750;34;3.65099e-07
178750;34;3.650995e-07
179750;34;3.65099e-07
180750;34;3.65098e-07
181750;34;3.65097e-07
182750;34;3.650985e-07
183750;34;3.650995e-07
184750;34;5.475695e-07
185750;35;7.3007e-07
186750;35;9.125125e-07
187750;36;1.09506e-06
188750;36;1.095105e-06
189750;36;1.094925e-06
190750;36;7.301905e-07
191750;36;7.30158e-07
192750;36;7.30171e-07
193750;36;7.301785e-07
194750;36;7.296595e-07
195750;36;7.293025e-07
196750;36;7.289055e-07
197750;36;7.28783e-07
198750;36;7.291925e-07
199750;36;7.28924e-07
200750;36;7.28558e-07
201750;36;7.28304e-07
202750;36;5.466875e-07
203750;37;7.28346e-07
204750;37;7.291805e-07
205750;37;7.28962e-07
206750;37;7.28441e-07
207750;37;7.279295e-07
208750;37;7.27853e-07
209750;37;7.2923e-07
210750;37;7.299785e-07
211750;37;9.12113e-07
212750;38;1.641005e-06
213750;38;1.459065e-06
214750;38;1.63724e-06
215750;38;2.17508e-06
216750;39;5.024365e-06
217750;39;6.62053e-06
218750;39;6.767025e-06
219750;39;3.68794e-06
220750;38;7.301815e-07
221750;38;7.298645e-07
222750;38;7.280075e-07
223750;38;7.27906e-07
224750;38;7.279155e-07
225750;38;7.279395e-07
226750;38;7.27836e-07
227750;38;7.27788e-07
228750;38;7.28887e-07
229750;38;7.29967e-07
230750;38;7.301975e-07
231750;38;1.09123e-06
232750;38;1.27189e-06
233750;38;2.00155e-06
234750;38;2.084985e-06
235750;38;1.450325e-06
236750;38;9.12725e-07
237750;37;6.964355e-07
238750;37;3.651e-07
239750;37;3.65099e-07
240750;37;3.650995e-07
241750;37;3.651e-07
242750;37;1.4408815e-06
243750;38;2.521925e-06
244750;38;2.51671e-06
245750;38;2.512125e-06
246750;38;2.506385e-06
247750;38;1.962865e-06
248750;39;5.411275e-07
249750;38;3.65099e-07
250750;38;3.650985e-07
251750;38;3.650975e-07
252750;38;3.650955e-07
253750;38;3.65094e-07
254750;38;5.47402e-07
255750;39;7.29425e-07
256750;39;3.65063e-07
257750;39;3.65042e-07
258750;39;4.116675e-06
259750;40;3.15435e-06
260750;38;7.29773e-07
261750;38;7.224035e-07
262750;38;7.134285e-07
263750;38;7.12495e-07
264750;38;7.207375e-07
265750;38;3.24432e-06
266750;39;4.491585e-06
267750;39;4.468435e-06
268750;39;4.42534e-06
269750;39;4.54459e-06
270750;39;4.415855e-06
271750;39;4.35833e-06
272750;39;4.349215e-06
273750;39;4.35957e-06
274750;39;4.330435e-06
275750;39;4.31747e-06
276750;39;4.0045e-06
277750;39;3.99275e-06
278750;39;3.653725e-06
279750;39;1.16481e-06
280750;39;7.301885e-07
281750;39;9.12721e-07
282750;40;1.952175e-06
283750;40;3.77027e-06
284750;40;4.591885e-06
285750;40;4.78444e-06
286750;40;5.35116e-06
287750;40;6.49146e-06
288750;40;6.974575e-06
289750;40;7.14708e-06
290750;40;8.670485e-06
291750;40;9.144565e-06
292750;40;7.038495e-06
293750;40;6.62352e-06
294750;40;6.377675e-06
295750;40;3.78798e-07
296750;40;3.64993e-07
297750;40;3.64985e-07
298750;40;3.649745e-07
299750;40;3.649595e-07
300750;40;3.648915e-07
301750;40;3.64753e-07
302750;40;3.64665e-07
303750;40;3.6458e-07
304750;40;3.64531e-07
305750;40;3.644725e-07
306750;40;3.64268e-07
307750;40;3.626685e-07
308750;40;3.60859e-07
309750;40;3.60506e-07
310750;40;3.599305e-07
311750;40;3.571175e-07
312750;40;3.56706e-07
313750;40;3.566425e-07
314750;40;3.56576e-07
315750;40;3.565115e-07
316750;40;3.56445e-07
317750;40;3.563795e-07
318750;40;3.550335e-07
319750;40;3.54967e-07
320750;40;3.540005e-07
321750;40;3.530345e-07
322750;40;3.529675e-07
323750;40;3.3431e-07
324750;40;1.6740155e-07
325500;36;-1.0017e-06
