step;k;mu
127750;10;9.125305e-07
128750;10;9.12575e-07
129750;10;1.09484e-06
130750;10;1.094795e-06
131750;10;1.09453e-06
132750;10;9.125535e-07
133750;10;9.12496e-07
134750;10;9.123855e-07
135750;10;7.301475e-07
136750;10;9.02777e-07
137750;10;9.103495e-07
138750;10;8.904265e-07
139750;10;7.28935e-07
140750;10;7.30185e-07
141750;10;7.2858e-07
142750;10;7.162155e-07
143750;10;7.090225e-07
144750;10;7.183025e-07
145750;10;7.27344e-07
146750;10;7.248195e-07
147750;10;7.256455e-07
148750;10;7.30074e-07
149750;10;7.301615e-07
150750;10;7.3015e-07
151750;10;9.12562e-07
152750;10;9.12548e-07
153750;10;9.120295e-07
154750;10;8.832905e-07
155750;10;9.1223e-07
156750;10;9.122075e-07
157750;10;9.12616e-07
158750;10;7.298305e-07
159750;10;7.2941e-07
160750;10;7.230245e-07
161750;10;5.47636e-07
162750;10;7.298375e-07
163750;10;6.06308e-07
164750;10;7.003875e-07
165750;10;5.476155e-07
166750;10;5.476135e-07
167750;10;5.472115e-07
168750;10;5.44304e-07
169750;10;7.301855e-07
170750;10;1.2778195e-06
171750;10;1.42884e-06
172750;10;1.0941155e-06
173750;10;5.476395e-07
174750;10;3.651e-07
175750;10;3.650995e-07
176750;10;3.650995e-07
177750;10;3.65099e-07
178750;10;3.65099e-07
179750;10;3.65099e-07
180750;10;3.65099e-07
181750;10;3.650985e-07
182750;10;3.650985e-07
183750;10;3.650985e-07
184750;10;3.650985e-07
185750;10;3.65099e-07
186750;10;3.650995e-07
187750;10;3.650995e-07
188750;10;5.47578e-07
189750;10;5.47588e-07
190750;10;5.47616e-07
191750;10;5.476385e-07
192750;10;5.476465e-07
193750;10;5.47642e-07
194750;10;5.47641e-07
195750;10;5.476365e-07
196750;10;5.47515e-07
197750;10;5.474425e-07
198750;10;5.474e-07
199750;10;7.288975e-07
200750;10;7.28613e-07
201750;10;5.467035e-07
202750;10;5.466115e-07
203750;10;7.2892e-07
204750;10;7.288595e-07
205750;10;7.287905e-07
206750;10;7.29535e-07
207750;10;7.282955e-07
208750;10;7.281745e-07
209750;10;7.280405e-07
210750;10;7.2761e-07
211750;10;7.27541e-07
212750;10;7.28156e-07
213750;10;7.29469e-07
214750;10;7.298595e-07
215750;10;9.107065e-07
216750;10;1.2637885e-06
217750;10;2.694225e-06
218750;10;3.93148e-06
219750;10;3.047195e-06
220750;10;2.190365e-06
221750;10;1.2777715e-06
222750;10;9.126595e-07
223750;10;7.89072e-07
224750;10;7.278145e-07
225750;10;7.278295e-07
226750;10;7.278185e-07
227750;10;7.277605e-07
228750;10;7.27789e-07
229750;10;7.2776e-07
230750;10;7.277685e-07
231750;10;7.26152e-07
232750;10;7.277575e-07
233750;10;9.126905e-07
234750;10;1.094543e-06
235750;10;9.126995e-07
236750;10;1.0798975e-06
237750;10;1.0951995e-06
238750;10;9.12725e-07
239750;10;1.085659e-06
240750;10;1.095269e-06
241750;10;1.0680615e-06
242750;10;9.09073e-07
243750;10;1.197209e-06
244750;10;1.45225e-06
245750;10;1.62165e-06
246750;10;1.980425e-06
247750;10;2.158545e-06
248750;10;2.33672e-06
249750;10;2.330695e-06
250750;10;1.7703e-06
251750;10;1.2736425e-06
252750;10;1.0428045e-06
253750;10;5.45274e-07
254750;10;3.651e-07
255750;10;3.651e-07
256750;10;3.650995e-07
257750;10;3.650975e-07
258750;10;3.650945e-07
259750;10;3.65087e-07
260750;10;3.65086e-07
261750;10;3.650875e-07
262750;10;5.381265e-07
263750;10;5.39573e-07
264750;10;5.387575e-07
265750;10;8.719665e-07
266750;10;2.074765e-06
267750;10;2.798655e-06
268750;10;3.71871e-06
269750;10;3.954595e-06
270750;10;4.232575e-06
271750;10;4.240055e-06
272750;10;4.224655e-06
273750;10;4.22909e-06
274750;10;4.225315e-06
275750;10;4.200935e-06
276750;10;4.15763e-06
277750;10;4.036285e-06
278750;10;4.02574e-06
279750;10;4.01676e-06
280750;10;3.841165e-06
281750;10;3.669175e-06
282750;10;2.379485e-06
283750;10;2.874165e-06
284750;10;2.689355e-06
285750;10;3.213215e-06
286750;10;3.071355e-06
287750;10;3.419985e-06
288750;10;4.12704e-06
289750;10;4.66857e-06
290750;10;5.077605e-06
291750;10;5.794125e-06
292750;10;6.302995e-06
293750;10;6.35071e-06
294750;10;5.991285e-06
295750;10;5.74704e-06
296750;10;5.49241e-06
297750;10;4.04663e-06
298750;10;2.422838e-06
299750;10;7.30195e-07
300750;10;3.65003e-07
301750;10;3.64967e-07
302750;10;3.64869e-07
303750;10;3.64808e-07
304750;10;3.64559e-07
305750;10;3.645295e-07
306750;10;3.64473e-07
307750;10;3.639305e-07
308750;10;3.62366e-07
309750;10;3.61368e-07
310750;10;3.609145e-07
311750;10;3.594325e-07
312750;10;3.58989e-07
313750;10;3.566685e-07
314750;10;3.56625e-07
315750;10;3.5657e-07
316750;10;3.565095e-07
317750;10;3.564495e-07
318750;10;3.56397e-07
319750;10;3.550365e-07
320750;10;3.549835e-07
321750;10;3.539245e-07
322750;10;3.535825e-07
323750;10;3.407385e-07
324750;10;1.938195e-07
325500;8;-1.09876e-06
